name,price,socket,form_factor,max_memory,memory_slots,color,has_integrated_cpu,primary_socket,ram_type,price_is_predicted
ASRock H97M-ITX/AC,98.1321249265184,LGA1150,Mini ITX,16,2,Black / Blue,False,LGA1150,DDR4,True
ASRock Z97 Extreme9,259.52145712465506,LGA1150,ATX,32,4,Black / Blue,False,LGA1150,DDR4,True
MSI B85M GAMING,175.01062308522256,LGA1150,Micro ATX,32,4,Black / Red,False,LGA1150,DDR4,True
Gigabyte GA-X99-GAMING G1WIFI,591.6214550526897,LGA2011-3,EATX,64,8,Black / Red,False,LGA2011-3,DDR4,True
Gigabyte GA-H97-HD3,139.95117880124369,LGA1150,ATX,32,4,Black / Gold,False,LGA1150,DDR4,True
MSI Z97-G43,328.70813929491675,LGA1150,ATX,32,4,Black / Blue,False,LGA1150,DDR4,True
Gigabyte GA-Q87M-MK,190.32882711414683,LGA1150,Micro ATX,32,4,Black / White,False,LGA1150,DDR4,True
MSI A68HM-E33,154.76993546184337,FM2+,Micro ATX,32,2,Black,False,FM2+,DDR3,True
Asus X99-DELUXE/U3.1,591.6214550526897,LGA2011-3,ATX,64,8,Black / White,False,LGA2011-3,DDR4,True
MSI Z170A Tomahawk AC,470.3703393139184,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,True
Asus B150M-A D3,216.9828395114109,LGA1151,Micro ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
ASRock H110M-HDS,154.76993546184337,LGA1151,Micro ATX,32,2,Black / Orange,False,LGA1151,DDR4,True
MSI B150I GAMING PRO AC,187.29647844715961,LGA1151,Mini ITX,32,2,Black / Red,False,LGA1151,DDR4,True
Gigabyte GA-B150N-GSM,187.29647844715961,LGA1151,Mini ITX,32,2,Black,False,LGA1151,DDR4,True
Supermicro X10SRM-F,,LGA2011-3 Narrow,Micro ATX,512,4,Black / Green,False,LGA2011-3 Narrow,DDR4,False
MSI B150M BAZOOKA PLUS,216.9828395114109,LGA1151,Micro ATX,64,4,Black / White,False,LGA1151,DDR4,True
Asus PRIME B250-PRO,216.9828395114109,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,True
MSI B250M PRO-VH,187.29647844715961,LGA1151,Micro ATX,32,2,Brown / Black,False,LGA1151,DDR4,True
MSI H270M BAZOOKA,267.3138710391722,LGA1151,Micro ATX,64,4,Black / White,False,LGA1151,DDR4,True
Gigabyte GA-Z270N-WIFI,322.88672641584924,LGA1151,Mini ITX,32,2,Black / Gold,False,LGA1151,DDR4,True
ASRock H270M Pro4,267.3138710391722,LGA1151,Micro ATX,64,4,Black / White,False,LGA1151,DDR4,True
EVGA Z270 Classified K,453.5753305383476,LGA1151,EATX,64,4,Black,False,LGA1151,DDR4,True
Gigabyte GA-B250N-Phoenix WIFI,187.29647844715961,LGA1151,Mini ITX,32,2,Black / Orange,False,LGA1151,DDR4,True
Gigabyte GA-Z270X-DESIGNARE,329.9368904014984,LGA1151,ATX,64,4,Silver,False,LGA1151,DDR4,True
Asus TUF X299 MARK 1,584.2498908538684,LGA2066,ATX,128,8,Black,False,LGA2066,DDR4,True
Biostar A320MH PRO,,AM4,Micro ATX,32,2,Black / Yellow,False,AM4,DDR4,False
Gigabyte GA-B250M-EVO (rev. 1.0),187.29647844715961,LGA1151,Micro ATX,32,2,Black,False,LGA1151,DDR4,True
Gigabyte X299 UD4,618.2165971007885,LGA2066,ATX,128,8,Black / Gray,False,LGA2066,DDR4,True
Gigabyte GA-H110M-Gaming 3,154.76993546184337,LGA1151,Micro ATX,32,2,Black / Red,False,LGA1151,DDR4,True
Asus Prime H310M-C R2.0/CSM,222.7650832135789,LGA1151,Micro ATX,32,2,Green,False,LGA1151,DDR4,True
Gigabyte Z490 UD AC,390.6234105839292,LGA1200,ATX,128,4,Black / Silver,False,LGA1200,DDR4,True
Gigabyte Z490 VISION D,741.98,LGA1200,ATX,128,4,Black / Silver,False,LGA1200,DDR4,False
ASRock H410M/ac,122.03935540342692,LGA1200,Micro ATX,64,2,Black,False,LGA1200,DDR4,True
Asus Pro H410M-C/CSM,122.03935540342692,LGA1200,Micro ATX,64,2,Green,False,LGA1200,DDR4,True
Gigabyte Z490 GAMING X AX,390.6234105839292,LGA1200,ATX,128,4,Brown / Black,False,LGA1200,DDR4,True
Colorful CVN B460I GAMING FROZEN V20,176.76397571649062,LGA1200,Mini ITX,64,2,White / Black,False,LGA1200,DDR4,True
ASRock H510M/ac,130.08040845928295,LGA1200,Micro ATX,64,2,Silver / Black,False,LGA1200,DDR4,True
Biostar H510MH/E 2.0,,LGA1200,Micro ATX,64,2,Black,False,LGA1200,DDR4,False
Gigabyte B660M AORUS Pro AX,251.95774303346505,LGA1700,Micro ATX,192,4,Black,False,LGA1700,DDR5,True
Asus PRO-B660M-C-CSM,196.832694431107,LGA1700,Micro ATX,128,4,Green / Black,False,LGA1700,DDR5,True
MSI PRO-A320M-B,209.50571649309842,AM4,Micro ATX,64,2,Brown / Black,False,AM4,DDR4,True
MSI B560M PRO-VDH WIFI (CEC),207.3117137323357,LGA1200,Micro ATX,128,4,Black,False,LGA1200,DDR4,True
Biostar H510MH 2.0,,LGA1200,Micro ATX,64,2,Black / Silver,False,LGA1200,DDR4,False
Asus PRIME B760-PLUS-CSM,190.6833139429258,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,True
Biostar B760MX2-E PRO D4,,LGA1700,Micro ATX,128,4,Silver / Black,False,LGA1700,DDR5,False
Gigabyte Z790 S DDR4 (rev. 1.0),292.47556383215135,LGA1700,ATX,128,4,Black,False,LGA1700,DDR4,True
Asus PRIME H610M-F WIFI D4,130.4496284802125,LGA1700,Micro ATX,64,2,Black / Silver,False,LGA1700,DDR5,True
ASRock A620AM-HVS,,AM5,Micro ATX,128,2,Black,False,AM5,DDR5,False
Zotac IONITX-E-E,,Integrated Atom 230,Mini ITX,4,2,Black / Red,True,Integrated Atom 230,,False
Biostar B650M-SILVER,201.28,AM5,Micro ATX,192,4,Silver / Black,False,AM5,DDR5,False
Asus PRIME B850-PLUS WIFI-CSM,196.36373761330913,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,True
Intel D525MW,152.51,Integrated Atom D525,Mini ITX,4,2,Green / Black,True,Integrated Atom D525,,False
MAXSUN Terminator Z890-A WIFI,292.37998182153535,LGA1851,ATX,256,4,Silver / Black,False,LGA1851,DDR5,True
ASRock X58 Extreme6,240.24,LGA1366,ATX,24,6,Black / Blue,False,LGA1366,DDR3,False
Supermicro MBD-X11SSM-F-O,269.99,LGA1151,Micro ATX,64,4,Green,False,LGA1151,DDR4,False
Gigabyte Z590 AORUS TACHYON,573.0,LGA1200,EATX,64,2,Black,False,LGA1200,DDR4,False
Biostar Z590MHP,,LGA1200,Micro ATX,64,2,Black / Silver,False,LGA1200,DDR4,False
Asus M4N68T-M V2,199.99,AM3,Micro ATX,16,2,Black / Blue,False,AM3,DDR3,False
Supermicro X9SRH-7TF,794.99,LGA2011,ATX,64,8,Green / Blue,False,LGA2011,DDR3,False
Gigabyte Z690 AORUS TACHYON,440.1111180708934,LGA1700,EATX,96,2,Black,False,LGA1700,DDR5,True
Intel DH55TC,,LGA1156,Micro ATX,16,4,Black / Blue,False,LGA1156,DDR3,False
Gigabyte GA-MA74GM-S2,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White,False,AM3,DDR3,False
Asus M4A89GTD PRO/USB3,,AM3,ATX,16,4,Black / Blue,False,AM3,DDR3,False
Gigabyte GA-EP45-UD3L,,LGA775,ATX,16,4,Multicolor,False,LGA775,DDR2,False
MSI G41M-P33,64.99924081400295,LGA775,Micro ATX,4,2,Brown / Black,False,LGA775,DDR2,True
Zotac GF9300-K-E,,LGA775,Mini ITX,8,2,Black / Yellow,False,LGA775,DDR2,False
ASRock 760GM-GS3,,AM3,Micro ATX,8,2,Black / Blue,False,AM3,DDR3,False
Intel DH61WWB3,,LGA1155,Micro ATX,8,2,Green / Blue,False,LGA1155,DDR3,False
Asus P8Z68-V/GEN3,,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
ASRock X79 Extreme4,313.6702230788718,LGA2011,ATX,32,4,Brown / Black,False,LGA2011,DDR3,True
Biostar TPOWER X79,296.7393041988193,LGA2011,ATX,32,4,Black / Red,False,LGA2011,DDR3,True
ASRock Z77 Pro3,277.7722293687419,LGA1155,ATX,32,4,Brown / Black,False,LGA1155,DDR3,True
Asus P8B75-V,,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
ASRock H77M,76.11414862375501,LGA1155,Micro ATX,16,2,Brown / Black,False,LGA1155,DDR3,True
ASRock Z77E-ITX,157.66556855026067,LGA1155,Mini ITX,16,2,Brown / Black,False,LGA1155,DDR3,True
ASRock Z75 Pro3,277.7722293687419,LGA1155,ATX,32,4,Brown / Black,False,LGA1155,DDR3,True
MSI FM2-A55M-E33,103.62183549994197,FM2,Micro ATX,16,2,Black / Blue,False,FM2,DDR3,True
Asus P8Z77-I DELUXE/WD,,LGA1155,Mini ITX,16,2,Black / Blue,False,LGA1155,DDR3,False
Gigabyte GA-B75M-HD3,101.29053929776488,LGA1155,Micro ATX,16,2,Blue / White,False,LGA1155,DDR3,True
Foxconn H77MXV-D,,LGA1155,Micro ATX,16,2,Blue,False,LGA1155,DDR3,False
Asus H87-PLUS,139.95117880124369,LGA1150,ATX,32,4,Black / Gold,False,LGA1150,DDR4,True
Asus Maximus VI Extreme,,LGA1150,ATX,32,4,Black / Red,False,LGA1150,DDR4,False
Asus H87I-PLUS,98.1321249265184,LGA1150,Mini ITX,16,2,Black / Gold,False,LGA1150,DDR4,True
Gigabyte GA-B75N,101.29053929776488,LGA1155,Mini ITX,16,2,Black / Silver,False,LGA1155,DDR3,True
ASRock H81M-DGS,98.1321249265184,LGA1150,Micro ATX,16,2,Black,False,LGA1150,DDR4,True
ASRock H81M-ITX,98.1321249265184,LGA1150,Mini ITX,16,2,Brown / Black,False,LGA1150,DDR4,True
Gigabyte GA-H87-HD3,139.95117880124369,LGA1150,ATX,32,4,Black / Gray,False,LGA1150,DDR4,True
Asus A88X-PRO,175.15598137417038,FM2+,ATX,64,4,Black / Gold,False,FM2+,DDR3,True
ASRock E3C226D2I,,LGA1150,Mini ITX,16,2,Green,False,LGA1150,DDR4,False
ASRock Z87 Extreme11/ac,448.9825662744075,LGA1150,EATX,32,4,Black / Gold,False,LGA1150,DDR4,True
Asus A78M-A,161.93114590279603,FM2+,Micro ATX,64,4,Black / Gold,False,FM2+,DDR3,True
Gigabyte GA-Z97X-UD5H,328.70813929491675,LGA1150,ATX,32,4,Black / Gold,False,LGA1150,DDR4,True
Gigabyte GA-Z97M-D3H,328.70813929491675,LGA1150,Micro ATX,32,4,Black / Gold,False,LGA1150,DDR4,True
MSI Z97 Guard-Pro,328.70813929491675,LGA1150,ATX,32,4,Black / Blue,False,LGA1150,DDR4,True
MSI Z97M Gaming,328.70813929491675,LGA1150,Micro ATX,32,4,Black / Red,False,LGA1150,DDR4,True
ASRock Z97M Pro4,328.70813929491675,LGA1150,Micro ATX,32,4,Black / Blue,False,LGA1150,DDR4,True
Gigabyte GA-Z97M-DS3H,328.70813929491675,LGA1150,Micro ATX,32,4,Black / Gray,False,LGA1150,DDR4,True
Gigabyte GA-X99-UD5 WIFI,591.6214550526897,LGA2011-3,EATX,64,8,Black / Yellow,False,LGA2011-3,DDR4,True
Gigabyte GA-F2A68HM-DS2H,,FM2+,Micro ATX,64,2,Black,False,FM2+,DDR3,False
ASRock FM2A68M-HD+,,FM2+,Micro ATX,32,2,Brown / Black,False,FM2+,DDR3,False
ASRock EPC612D4U-2T8R,,LGA2011-3 Narrow,Micro ATX,512,4,Green / Blue,False,LGA2011-3 Narrow,DDR4,False
EVGA Z170 FTW,395.21514916126625,LGA1151,ATX,64,4,Black,False,LGA1151,DDR4,True
ASRock Z170 Extreme7+,470.3703393139184,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
MSI Z170A-G45 GAMING,395.21514916126625,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,True
ASRock H170M-ITX/ac,222.7650832135789,LGA1151,Mini ITX,32,2,Black / Red,False,LGA1151,DDR4,True
Gigabyte GA-H170-D3HP,185.78175243005447,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
Asus M2N,,AM2,ATX,8,4,Yellow,False,AM2,DDR2,False
Asus MAXIMUS VIII EXTREME,,LGA1151,EATX,64,4,Black / Red,False,LGA1151,DDR4,False
Gigabyte GA-H110M-S2PV DDR3 (rev. 1.0),154.76993546184337,LGA1151,Micro ATX,32,2,Black,False,LGA1151,DDR4,True
MSI B150M Pro-VD,187.29647844715961,LGA1151,Micro ATX,32,2,Black / Silver,False,LGA1151,DDR4,True
Asus Z170-WS,395.21514916126625,LGA1151,ATX,64,4,Black / Silver,False,LGA1151,DDR4,True
Asus B150M-K,187.29647844715961,LGA1151,Micro ATX,32,2,Black / Gold,False,LGA1151,DDR4,True
Asus H110M-C D3,154.76993546184337,LGA1151,Micro ATX,32,2,Black / Gold,False,LGA1151,DDR4,True
Asus H110I-PLUS D3/CSM,154.76993546184337,LGA1151,Mini ITX,32,2,Black / Gold,False,LGA1151,DDR4,True
Asus H110I-PLUS/CSM,154.76993546184337,LGA1151,Mini ITX,32,2,Black / Gold,False,LGA1151,DDR4,True
MSI Z170A SLI,395.21514916126625,LGA1151,ATX,64,4,Black / Gray,False,LGA1151,DDR4,True
Gigabyte GA-990FXA-UD3 Ultra,,AM3+,ATX,64,4,Black / Silver,False,AM3+,DDR3,False
Supermicro X10SDV-4C-TLN2F,,Integrated Xeon D-1521,Mini ITX,64,4,Green,True,Integrated Xeon D-1521,,False
MSI 970A GAMING PRO CARBON,,AM3+/AM3,ATX,32,4,Black / Silver,False,AM3+,DDR3,False
MSI H170M PRO-VDH,267.3138710391722,LGA1151,Micro ATX,64,4,Black / White,False,LGA1151,DDR4,True
MSI Z270 XPOWER GAMING TITANIUM,453.5753305383476,LGA1151,ATX,64,4,Silver / Black,False,LGA1151,DDR4,True
MSI H270M MORTAR ARCTIC,267.3138710391722,LGA1151,Micro ATX,64,4,White / Silver,False,LGA1151,DDR4,True
Gigabyte GA-Z270X-Gaming K7,329.9368904014984,LGA1151,ATX,64,4,Black / White,False,LGA1151,DDR4,True
Gigabyte GA-Z270-HD3P,453.5753305383476,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
Biostar B350GT3,,AM4,Micro ATX,64,4,Black / White,False,AM4,DDR4,False
Asus STRIX B250G Gaming,325.5647508418858,LGA1151,Micro ATX,64,4,Black / Red,False,LGA1151,DDR4,True
Asus ROG STRIX H270I GAMING,296.52684178048156,LGA1151,Mini ITX,32,2,Black / Silver,False,LGA1151,DDR4,True
MSI X299 GAMING PRO CARBON AC,584.2498908538684,LGA2066,ATX,128,8,Black / Silver,False,LGA2066,DDR4,True
EVGA X299 FTW K,229.17285406731884,LGA2066,EATX,256,8,Black,False,LGA2066,DDR4,True
ASRock X370 GAMING X,446.071811403207,AM4,ATX,64,4,Black / Red,False,AM4,DDR4,True
EVGA Z370 FTW,329.9368904014984,LGA1151,ATX,64,4,Black,False,LGA1151,DDR4,True
ASRock H110M-HDV R3.0,154.76993546184337,LGA1151,Micro ATX,32,2,Black / Orange,False,LGA1151,DDR4,True
Asus TUF B360-Pro Gaming (Wi-Fi),340.87908387122644,LGA1151,ATX,64,4,Silver / Orange,False,LGA1151,DDR4,True
MSI H310M GAMING PLUS,222.7650832135789,LGA1151,Micro ATX,32,2,Black / Red,False,LGA1151,DDR4,True
Gigabyte H370M D3H,139.44098982725635,LGA1151,Micro ATX,64,4,Silver / Black,False,LGA1151,DDR4,True
Gigabyte B360M GAMING HD,196.12668737741873,LGA1151,Micro ATX,32,2,Silver / Red,False,LGA1151,DDR4,True
Gigabyte H310M DS2V,222.7650832135789,LGA1151,Micro ATX,32,2,Silver / Black,False,LGA1151,DDR4,True
MSI B360 GAMING PRO CARBON,340.87908387122644,LGA1151,ATX,64,4,Black,False,LGA1151,DDR4,True
EVGA Z370 Micro ATX,322.88672641584924,LGA1151,Micro ATX,32,2,Black / Silver,False,LGA1151,DDR4,True
Biostar X470GTN,,AM4,Mini ITX,32,2,Black,False,AM4,DDR4,False
Gigabyte X299-WU8,618.2165971007885,LGA2066,SSI CEB,128,8,Black / Silver,False,LGA2066,DDR4,True
ECS A320AM4-M3D,,AM4,Micro ATX,32,2,Black,False,AM4,DDR4,False
Gigabyte H470M DS3H,143.18074874363097,LGA1200,Micro ATX,128,4,Black / Silver,False,LGA1200,DDR4,True
Gigabyte H410M S2,122.03935540342692,LGA1200,Micro ATX,64,2,Black / Silver,False,LGA1200,DDR4,True
ASRock B460 Pro4,200.11121324791952,LGA1200,ATX,128,4,Black / Silver,False,LGA1200,DDR4,True
MSI H410M PRO-C,122.03935540342692,LGA1200,Micro ATX,64,2,Black / Silver,False,LGA1200,DDR4,True
Colorful CVN X570M GAMING PRO V14,451.6075617287118,AM4,Micro ATX,128,4,Black / Silver,False,AM4,DDR4,True
Gigabyte Z690 AORUS PRO DDR4,415.4126975510071,LGA1700,ATX,128,4,Black / Silver,False,LGA1700,DDR4,True
Gigabyte B660 GAMING X,192.42238286372378,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,True
Biostar B660GTN,,LGA1700,Mini ITX,64,2,Blue / Black,False,LGA1700,DDR5,False
Gigabyte Z690I AORUS ULTRA PLUS DDR4 (rev. 1.0),359.8016855991393,LGA1700,Mini ITX,64,2,Unknown,False,LGA1700,DDR4,True
MSI PRO B660M-B,173.86606400920323,LGA1700,Micro ATX,96,2,Black / Silver,False,LGA1700,DDR5,True
Asus PRIME B650M-A WIFI-CSM,192.22608069984483,AM5,Micro ATX,128,4,Silver / Black,False,AM5,DDR5,True
Biostar B45M2,128.15468371881371,AM4,Micro ATX,32,2,Black / Silver,False,AM4,DDR4,True
MSI PRO B760-P DDR4,195.0539722102911,LGA1700,ATX,128,4,Black / Silver,False,LGA1700,DDR4,True
MSI PRO B760M-A DDR4,183.50804380952263,LGA1700,Micro ATX,128,4,Black,False,LGA1700,DDR4,True
Biostar B550MT,,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,False
ASRock H610M-X D5,130.4496284802125,LGA1700,Micro ATX,96,2,Black / Silver,False,LGA1700,DDR5,True
Asus Q170-PLUS,127.224130548186,LGA1151,Mini ITX,32,2,Black,False,LGA1151,DDR4,True
Asus B840M MAX GAMING AX,187.73811676812326,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,True
ASRock B850M-A,161.56089447730653,AM5,Micro ATX,128,2,Black / Silver,False,AM5,DDR5,True
ASRock B850M Pro Plus WiFi,185.0991521418887,AM5,Micro ATX,256,4,Silver,False,AM5,DDR5,True
Gigabyte B850M AORUS ELITE WIFI7 ICE-P,239.22438582012103,AM5,Micro ATX,256,4,White / Orange,False,AM5,DDR5,True
Supermicro A1SRI-2758F-O,479.0,Integrated Atom C2358,Mini ITX,64,4,Black / Green,True,Integrated Atom C2358,,False
ASRock A75 Extreme6,111.15,FM1,ATX,32,4,Black / Blue,False,FM1,DDR3,False
MSI B350 KRAIT GAMING,137.9727282066923,AM4,ATX,64,4,Black / White,False,AM4,DDR4,True
Biostar B550GTQ,,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
Gigabyte GA-Z97X-UD5H-BK,328.70813929491675,LGA1150,ATX,32,4,Black / Gray,False,LGA1150,DDR4,True
MSI H310I PRO,222.7650832135789,LGA1151,Mini ITX,32,2,Black,False,LGA1151,DDR4,True
Asus PRIME H610M-A WIFI D4-CSM,130.4496284802125,LGA1700,Micro ATX,64,2,Silver / Black,False,LGA1700,DDR5,True
Asus P7P55-M,,LGA1156,Micro ATX,16,4,Black / Blue,False,LGA1156,DDR3,False
Intel DQ45CB,,LGA775,Micro ATX,8,4,Green / Blue,False,LGA775,DDR2,False
Intel DG43RK,,LGA775,Micro ATX,8,4,Green / Blue,False,LGA775,DDR2,False
Asus Rampage II Extreme,,LGA1366,ATX,24,6,Black / Blue,False,LGA1366,DDR3,False
Biostar G41D3G,,LGA775,Micro ATX,4,2,Multicolor,False,LGA775,DDR2,False
Asus P8H67-M LE,,LGA1155,Micro ATX,16,2,Black / Blue,False,LGA1155,DDR3,False
Asus P8H67-M PRO,,LGA1155,Micro ATX,32,4,Unknown,False,LGA1155,DDR3,False
Asus P8P67,,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
Intel DH67CL,,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
ECS H61H2-M2(1.0),74.28461348248126,LGA1155,Micro ATX,16,2,Black / Gray,False,LGA1155,DDR3,True
Gigabyte GA-Z68A-D3H-B3,344.7099250892436,LGA1155,ATX,32,4,Blue / White,False,LGA1155,DDR3,True
MSI H61I-E35 (B3),74.28461348248126,LGA1155,Mini ITX,16,2,Black / Blue,False,LGA1155,DDR3,True
Asus P6X58-E PRO,,LGA1366,ATX,48,6,Black / Blue,False,LGA1366,DDR3,False
ASRock 970 Extreme3,,AM3+,ATX,32,4,Black,False,AM3+,DDR3,False
Gigabyte GA-A55M-DS2,135.10855230914385,FM1,Micro ATX,32,2,Blue / White,False,FM1,DDR3,True
Foxconn H67M-V,142.243250140778,LGA1155,Micro ATX,32,4,Blue / White,False,LGA1155,DDR3,True
Biostar TA970XE,,AM3+,ATX,32,4,Black / Red,False,AM3+,DDR3,False
ASRock 970DE3/U3S3,,AM3+,ATX,32,4,Black / Silver,False,AM3+,DDR3,False
ASRock Z77 Extreme6,339.42768215648044,LGA1155,ATX,32,4,Black / Gold,False,LGA1155,DDR3,True
Asus P8H77-I,,LGA1155,Mini ITX,16,2,Black / Blue,False,LGA1155,DDR3,False
Asus P8B75-M LE,,LGA1155,Micro ATX,16,2,Black / Blue,False,LGA1155,DDR3,False
MSI Z77A-G41,277.7722293687419,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,True
MSI 760GM-P34(FX),84.54330441613868,AM3+,Micro ATX,16,2,Black / Blue,False,AM3+,DDR3,True
ASRock B75 Pro3-M,189.37365409551717,LGA1155,Micro ATX,32,4,Brown / Black,False,LGA1155,DDR3,True
ECS H61H2-MV,74.28461348248126,LGA1155,Micro ATX,16,2,Black / Gray,False,LGA1155,DDR3,True
Asus Sabertooth 990FX/GEN3 R2.0,,AM3+,ATX,32,4,Unknown,False,AM3+,DDR3,False
Asus P9X79-E WS,,LGA2011,SSI CEB,64,8,Black / Blue,False,LGA2011,DDR3,False
ASRock Z87E-ITX,211.16810134130878,LGA1150,Mini ITX,16,2,Black / Silver,False,LGA1150,DDR4,True
Asus Maximus VI Gene,,LGA1150,Micro ATX,32,4,Unknown,False,LGA1150,DDR4,False
ECS NM70-I2(1.0),,Integrated Celeron 1037U,Mini ITX,16,2,Black / Gray,True,Integrated Celeron 1037U,,False
ASRock H87WS-DL,,LGA1150,ATX,32,4,Green / Blue,False,LGA1150,DDR4,False
ASRock FM2A88M Extreme4+,,FM2+,Micro ATX,64,4,Brown / Black,False,FM2+,DDR3,False
Gigabyte G1.Sniper Z87,373.6419394475414,LGA1150,ATX,32,4,Black / Green,False,LGA1150,DDR4,True
MSI A88X-G43,175.15598137417038,FM2+,ATX,64,4,Black / Blue,False,FM2+,DDR3,True
Asus Q87T/CSM,169.48919043926475,LGA1150,Thin Mini ITX,16,2,Black / Gold,False,LGA1150,DDR4,True
Gigabyte GA-Z87X-HD3,373.6419394475414,LGA1150,ATX,32,4,Black / Gray,False,LGA1150,DDR4,True
MSI B85I,95.55572220292188,LGA1150,Mini ITX,16,2,Black / Silver,False,LGA1150,DDR4,True
ASRock Fatal1ty H97 Performance,139.95117880124369,LGA1150,ATX,32,4,Black / Red,False,LGA1150,DDR4,True
Gigabyte GA-Z97X-Gaming G1 WIFI-BK,328.70813929491675,LGA1150,ATX,32,4,Black / Red,False,LGA1150,DDR4,True
MSI H97M-E35,98.1321249265184,LGA1150,Micro ATX,16,2,Black / Blue,False,LGA1150,DDR4,True
Asus A78M-E,143.65466035659813,FM2+,Micro ATX,32,2,Black / Gold,False,FM2+,DDR3,True
Gigabyte GA-H97M-HD3,98.1321249265184,LGA1150,Micro ATX,16,2,Black / Silver,False,LGA1150,DDR4,True
MSI B85-G43,178.15728788768976,LGA1150,ATX,32,4,Black / Blue,False,LGA1150,DDR4,True
Asus A88XM-Plus,,FM2+,Micro ATX,64,4,Black / Gold,False,FM2+,DDR3,False
Asus Z97-DELUXE/USB 3.1,328.70813929491675,LGA1150,ATX,32,4,Black / Gold,False,LGA1150,DDR4,True
Gigabyte GA-990FXA-UD5 R5,,AM3+,ATX,32,4,Black / Blue,False,AM3+,DDR3,False
ASRock B150M Pro4S,216.9828395114109,LGA1151,Micro ATX,64,4,Black / Orange,False,LGA1151,DDR4,True
Gigabyte GA-H170-D3H,185.78175243005447,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
Supermicro X9SCM-iiF,,LGA1155,Micro ATX,32,4,Black / Green,False,LGA1155,DDR3,False
Asus M5A78L-M LE/USB3,,AM3+,Micro ATX,16,2,Black / Blue,False,AM3+,DDR3,False
Gigabyte GA-Z170X-GAMING 6,425.15198551156755,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,True
Asus H110M-A D3,154.76993546184337,LGA1151,Micro ATX,32,2,Black / Gold,False,LGA1151,DDR4,True
Gigabyte GA-Q170M-D3H,124.2473481513986,LGA1151,Micro ATX,64,4,Black / Silver,False,LGA1151,DDR4,True
ASRock Fatal1ty Z170 Professional Gaming i7,395.21514916126625,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,True
Gigabyte GA-B150M-HD3,187.29647844715961,LGA1151,Micro ATX,32,2,Black / Silver,False,LGA1151,DDR4,True
Asus P10S-I,127.224130548186,LGA1151,Mini ITX,32,2,Black / Blue,False,LGA1151,DDR4,True
Gigabyte GA-970-Gaming SLI,,AM3+/AM3,ATX,64,4,Black / Red,False,AM3+,DDR3,False
Supermicro X11SSL-CF,,LGA1151,Micro ATX,64,4,Green,False,LGA1151,DDR4,False
Gigabyte GA-B150-HD3P,216.9828395114109,LGA1151,ATX,64,4,Black / Yellow,False,LGA1151,DDR4,True
MSI X99A TOMAHAWK,536.8853343056015,LGA2011-3,ATX,128,8,Black / Silver,False,LGA2011-3,DDR4,True
Supermicro X10SLH-F,,LGA1150,Micro ATX,32,4,Green,False,LGA1150,DDR4,False
Biostar Z270GT9,,LGA1151,ATX,64,4,Black / White,False,LGA1151,DDR4,False
Gigabyte GA-H270M-D3H,267.3138710391722,LGA1151,Micro ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
Gigabyte GA-Z270X-UD3,329.9368904014984,LGA1151,ATX,64,4,Black / Silver,False,LGA1151,DDR4,True
ASRock Fatal1ty B250 Gaming K4,216.9828395114109,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,True
ASRock H270 Pro4,267.3138710391722,LGA1151,ATX,64,4,Black / White,False,LGA1151,DDR4,True
ASRock Fatal1ty Z270 Gaming-ITX/ac,443.8912163852296,LGA1151,Mini ITX,32,2,Black / Red,False,LGA1151,DDR4,True
Asus PRIME B350M-A/CSM,137.9727282066923,AM4,Micro ATX,64,4,Black / Silver,False,AM4,DDR4,True
Biostar B350ET2,,AM4,Micro ATX,32,2,Black,False,AM4,DDR4,False
Biostar B350GTN,,AM4,Mini ITX,32,2,Black,False,AM4,DDR4,False
Gigabyte X299 AORUS Gaming 9,584.2498908538684,LGA2066,ATX,128,8,Black / Silver,False,LGA2066,DDR4,True
