name,price,type,color,psu,side_panel,external_volume,internal_35_bays,form_factor_family,has_builtin_psu,estimated_max_gpu_length,is_estimated_gpu_clearance
KOLINK UNITY PEAK ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,41.0,2,ATX,True,350,True
Fractal Design Meshify 2 Compact TG Light Tint,,ATX Mid Tower,Gray / Black,0.0,Tempered Glass,42.3,2,ATX,True,350,True
Cooler Master Cosmos C700P Black Edition,,ATX Full Tower,Black,0.0,Tempered Glass,127.3,2,ATX,True,400,True
Thermaltake View 51 ARGB Edition,,ATX Full Tower,Black,0.0,Tempered Glass,91.0,2,ATX,True,400,True
Fractal Design Ridge PCIe 3.0,,Mini ITX Tower,Black,0.0,Mesh,16.3,0,Mini ITX,True,320,True
Deepcool MATREXX 55,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Antec NX200M RGB,,MicroATX Mini Tower,Black,0.0,Tempered Glass,30.6,2,MicroATX,True,300,True
eBlaztr eBlaztr,,Mini ITX Desktop,Black,0.0,Mesh,19.4,0,Mini ITX,True,280,True
Thermaltake Core P3 TG Snow Edition,,ATX Mid Tower,White,0.0,Tempered Glass,80.1,2,ATX,True,350,True
Corsair Graphite Series 760T,,ATX Full Tower,White,0.0,Acrylic,78.8,6,ATX,True,400,True
Corsair Carbide Series 88R,,MicroATX Mid Tower,Black,0.0,Acrylic,35.4,2,MicroATX,True,330,True
Corsair Carbide Series SPEC-ALPHA,,ATX Mid Tower,Black / Red,0.0,Acrylic,45.8,3,ATX,True,350,True
NZXT H210i,,Mini ITX Tower,Black,0.0,Tempered Glass,27.3,1,Mini ITX,True,320,True
"BitFenix BitFenix Neos Window Side Panel Computer Case, White/Red BFC-NEO-100-WWWKR-RP, ATX/Micro ATX/Mini-ITX Form Factor, Compatible with ATX PSU",,ATX Mid Tower,White / Red,0.0,Acrylic,37.0,3,ATX,True,350,True
Phanteks Enthoo Pro,,ATX Full Tower,Black,0.0,Unknown,68.6,6,ATX,True,400,True
Gigabyte AORUS C400,329.02,ATX Mid Tower,Black,0.0,Tempered Glass,42.8,2,ATX,True,350,True
KOLINK Observatory MX Glass ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,30.8,2,ATX,True,350,True
Cooler Master MasterBox MB600L V2,,ATX Mid Tower,Black,0.0,Tempered Glass,37.7,2,ATX,True,350,True
be quiet! Shadow Base 800 DX,147.9,ATX Mid Tower,White,0.0,Tempered Glass,70.9,2,ATX,True,350,True
Fractal Design Pop Silent,,ATX Mid Tower,White,0.0,Tempered Glass,46.2,2,ATX,True,350,True
SHARKOON VK2 RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,40.5,2,ATX,True,350,True
Chieftec BE-10B-300,,MicroATX Mini Tower,Black,300.0,Unknown,8.8,2,MicroATX,True,300,True
Fractal Design Meshify 2 Compact RGB,,ATX Mid Tower,White,0.0,Tempered Glass,42.3,2,ATX,True,350,True
NZXT H7 Elite (2022),,ATX Mid Tower,Unknown,0.0,Tempered Glass,55.8,2,ATX,True,350,True
Deepcool CG540,,ATX Mid Tower,Black,0.0,Tempered Glass,49.2,2,ATX,True,350,True
Jonsbo D31 STD Screen,,MicroATX Mini Tower,Black,0.0,Tempered Glass,31.3,1,MicroATX,True,300,True
Segotep Phoenix T1,,ATX Mid Tower,White,0.0,Tempered Glass,65.5,2,ATX,True,350,True
APNX V1,,ATX Mid Tower,Black,0.0,Tempered Glass,70.4,2,ATX,True,350,True
Fractal Design Node 304,,Mini ITX Tower,White,0.0,Unknown,19.5,6,Mini ITX,True,320,True
Antec TORQUE,,ATX Mid Tower,Black / Red,0.0,Tempered Glass,114.0,1,ATX,True,350,True
NOX Hummer Quantum,,ATX Mid Tower,Black,0.0,Tempered Glass,47.9,2,ATX,True,350,True
Thermaltake Level 20 VT,,MicroATX Desktop,Black / Silver,0.0,Tempered Glass,49.4,3,MicroATX,True,280,True
Fractal Design Arc Midi R2,,ATX Mid Tower,Black,0.0,Acrylic,55.6,8,ATX,True,350,True
NZXT Noctis 450,,ATX Mid Tower,Black / Red,0.0,Acrylic,45.8,6,ATX,True,350,True
NZXT H710i,191.65,ATX Mid Tower,Black / Red,0.0,Tempered Glass,58.6,4,ATX,True,350,True
Segotep Phoenix,,ATX Mid Tower,Black,0.0,Tempered Glass,52.9,2,ATX,True,350,True
Svive Halo S650,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Lian Li Lancool 170M,,MicroATX Mini Tower,Black,0.0,Tempered Glass,22.2,1,MicroATX,True,300,True
Aerocool P300C,,MicroATX Mini Tower,White,0.0,Tempered Glass,49.8,2,MicroATX,True,300,True
KOLINK UNITY CODE X,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Mars Gaming MC-S1,,MicroATX Mini Tower,Pink,0.0,Acrylic,18.6,1,MicroATX,True,300,True
Lian Li LL01,154.99,ATX Mid Tower,Black,0.0,Tempered Glass,49.5,2,ATX,True,350,True
Silverstone ML04 Type-C,140.85,HTPC,Black,0.0,Mesh,16.0,2,,True,250,True
Thermaltake Versa H24,161.0,ATX Mid Tower,Black,0.0,Unknown,42.6,3,ATX,True,350,True
Azza Cube 802 RGB,379.99,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,1,ATX,True,350,True
Silverstone SUGO 14,,Mini ITX Desktop,White,0.0,Unknown,19.5,0,Mini ITX,True,280,True
MSI MPG GUNGNIR 110M,,ATX Mid Tower,Black,0.0,Tempered Glass,41.6,2,ATX,True,350,True
Thermaltake Core X71,,ATX Full Tower,Black,0.0,Acrylic,74.8,3,ATX,True,400,True
SSUPD Meshroom S w/PCIe 4.0 Riser,,ATX Mini Tower,Green,0.0,Mesh,14.9,0,ATX,True,320,True
Lian Li O11D XL-A,,ATX Full Tower,Silver / Black,0.0,Tempered Glass,68.9,4,ATX,True,400,True
DIYPC V3Plus,,Mini ITX Tower,Black,0.0,Unknown,10.5,1,Mini ITX,True,320,True
Corsair Carbide Series 600C,,ATX Full Tower,Black,0.0,Acrylic,63.2,2,ATX,True,400,True
Rosewill NAUTILUS,,ATX Mid Tower,Black / Blue,0.0,Acrylic,45.8,3,ATX,True,350,True
Enermax StarryFort SF30,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Rosewill CULLINAN V500 RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Cougar FV270 RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,72.7,2,ATX,True,350,True
APNX V1,,ATX Mid Tower,White / Brown,0.0,Tempered Glass,70.4,2,ATX,True,350,True
RAIJINTEK Metis Plus,74.9,Mini ITX Tower,White,0.0,Acrylic,13.4,2,Mini ITX,True,320,True
Silverstone DS380B,221.99,Mini ITX Tower,Black,0.0,Unknown,18.1,0,Mini ITX,True,320,True
Cooler Master Elite 500 ODD,,ATX Mid Tower,Black,0.0,Tempered Glass,43.1,2,ATX,True,350,True
Fractal Design Torrent Compact,,ATX Mid Tower,White,0.0,Tempered Glass,46.7,1,ATX,True,350,True
Silverstone FARA 512Z,94.46,ATX Mid Tower,Black,0.0,Tempered Glass,43.3,2,ATX,True,350,True
Thermaltake Ceres 350 MX,139.99,ATX Mid Tower,Blue,0.0,Tempered Glass,52.5,1,ATX,True,350,True
Armoury D60,,ATX Mid Tower,Black,0.0,Tempered Glass,59.3,1,ATX,True,350,True
Nanoxia NXDS4B,,MicroATX Mini Tower,Black,0.0,Unknown,31.35,6,MicroATX,True,300,True
LC-Power Gaming 8001B Pro-Storm,,ATX Mid Tower,White,0.0,Tempered Glass,53.6,2,ATX,True,350,True
Gigabyte C301 GLASS,,ATX Mid Tower,White,0.0,Tempered Glass,50.6,2,ATX,True,350,True
NZXT Phantom 820,,ATX Full Tower,Black,0.0,Acrylic,92.8,6,ATX,True,400,True
Cooler Master HAF 912 New,,ATX Mid Tower,Black,0.0,Unknown,45.8,6,ATX,True,350,True
Thermaltake View 31 TG,,ATX Mid Tower,Black,0.0,Acrylic,63.5,3,ATX,True,350,True
be quiet! Dark Base Pro 900 Rev. 2,,ATX Full Tower,Black,0.0,Tempered Glass,74.8,7,ATX,True,400,True
Zalman i3,,ATX Mid Tower,Black,0.0,Tempered Glass,39.8,2,ATX,True,350,True
Antec AX20 Elite,,ATX Mid Tower,Black,0.0,Tempered Glass,33.4,2,ATX,True,350,True
Silverstone FARA R1 PRO,91.99,ATX Mid Tower,Black,0.0,Tempered Glass,36.0,1,ATX,True,350,True
Geometric Future Model 5 Vent,149.9,ATX Mid Tower,Black,0.0,Tempered Glass,53.8,2,ATX,True,350,True
In Win F5,149.0,ATX Full Tower,Black,0.0,Tempered Glass,65.1,2,ATX,True,400,True
SHARKOON VK3,,ATX Mid Tower,Black,0.0,Unknown,40.5,2,ATX,True,350,True
Thermaltake View 71 TG,199.99,ATX Full Tower,Black,0.0,Acrylic,74.8,4,ATX,True,400,True
Aerocool Atomic V1,,MicroATX Mini Tower,Black,0.0,Tempered Glass,36.2,2,MicroATX,True,300,True
Mars Gaming MC-400,,MicroATX Mini Tower,White,0.0,Tempered Glass,29.9,2,MicroATX,True,300,True
KOLINK Stronghold Prism,,ATX Mid Tower,Black,0.0,Tempered Glass,37.6,2,ATX,True,350,True
Gigabyte C301 GLASS V2,,ATX Mid Tower,White,0.0,Tempered Glass,50.6,2,ATX,True,350,True
Cooler Master MasterBox NR200P,,Mini ITX Desktop,Blue,0.0,Tempered Glass,20.3,2,Mini ITX,True,280,True
iTek Dark Cave DS,,ATX Mid Tower,Black,0.0,Tempered Glass,49.6,2,ATX,True,350,True
Aerocool AirHawk Duo,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Thermaltake Suppressor F31,,ATX Mid Tower,Black,0.0,Unknown,45.8,3,ATX,True,350,True
SSUPD Meshlicious,,Mini ITX Tower,White,0.0,Tempered Glass,14.7,0,Mini ITX,True,320,True
Deepcool CK500 WH,,ATX Mid Tower,White / Black,0.0,Tempered Glass,49.4,2,ATX,True,350,True
Deepcool CC560 ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,41.7,2,ATX,True,350,True
Deepcool MATREXX 55 V3 ADD-RGB WH 3F,,ATX Mid Tower,White / Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Cougar Airface RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,43.6,2,ATX,True,350,True
Phanteks ECLIPSE P500A,,ATX Mid Tower,White,0.0,Tempered Glass,45.8,2,ATX,True,350,True
iBuypower Element 9 PRO,134.99,ATX Mid Tower,White,0.0,Tempered Glass,49.2,2,ATX,True,350,True
Cooler Master HAF 922,,ATX Mid Tower,Black,0.0,Unknown,71.5,5,ATX,True,350,True
darkFlash DLX21 Mesh,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Montech X3 Glass,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Aerocool Prism V1,75.26,ATX Mid Tower,Black,0.0,Tempered Glass,41.7,2,ATX,True,350,True
Geometric Future Model 5 Vent,149.9,ATX Mid Tower,Black / Yellow,0.0,Tempered Glass,53.8,2,ATX,True,350,True
In Win ModFree Deluxe,269.0,ATX Full Tower,Black,0.0,Tempered Glass,84.5,1,ATX,True,400,True
PC Cooler CPS C3D310 ARGB,,MicroATX Mid Tower,White,0.0,Tempered Glass,36.6,2,MicroATX,True,330,True
Apevia Prism Elite,105.99,ATX Mid Tower,Black,0.0,Tempered Glass,47.9,2,ATX,True,350,True
Zalman M4,,MicroATX Mini Tower,White,0.0,Tempered Glass,34.0,2,MicroATX,True,300,True
In Win 503,,ATX Mid Tower,Black / Red,0.0,Acrylic,45.8,4,ATX,True,350,True
Antec P120 Crystal,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Zalman Z10,,ATX Mid Tower,Black,0.0,Tempered Glass,51.6,2,ATX,True,350,True
Zalman CHRONIX,,ATX Mid Tower,White,0.0,Tempered Glass,45.7,2,ATX,True,350,True
Thermaltake Versa H22,,ATX Mid Tower,Black,0.0,Unknown,42.8,0,ATX,True,350,True
Jonsbo D31 STD Screen,,MicroATX Mini Tower,White,0.0,Tempered Glass,31.3,1,MicroATX,True,300,True
Zalman Z3 Iceberg,,ATX Mid Tower,White,0.0,Tempered Glass,41.3,2,ATX,True,350,True
NZXT H5 Flow Starfield,,ATX Mid Tower,White / Blue,0.0,Tempered Glass,47.0,1,ATX,True,350,True
Antec CX800 RGB ELITE,,ATX Mid Tower,White,0.0,Tempered Glass,51.2,2,ATX,True,350,True
BitFenix Prodigy,,Mini ITX Tower,Black,0.0,Unknown,36.0,5,Mini ITX,True,320,True
NZXT Source 530,,ATX Full Tower,Black,0.0,Acrylic,60.4,6,ATX,True,400,True
EVGA Hadron,,Mini ITX Tower,Black,500.0,Acrylic,14.2,2,Mini ITX,True,320,True
Phanteks Enthoo Pro M,,ATX Mid Tower,Black,0.0,Acrylic,56.4,2,ATX,True,350,True
Empire Gaming Warfare,,ATX Mid Tower,Black,0.0,Acrylic,49.3,2,ATX,True,350,True
Vetroo AL600,,ATX Mid Tower,Pink,0.0,Tempered Glass,41.7,3,ATX,True,350,True
Aerocool Falcon V2,,ATX Mid Tower,Black,0.0,Tempered Glass,33.6,1,ATX,True,350,True
Thermaltake Divider 170 TG Snow ARGB,,MicroATX Mid Tower,White / Black,0.0,Tempered Glass,36.5,2,MicroATX,True,330,True
Apevia Destiny Flow,,ATX Mid Tower,White,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Thermaltake Core P6,,ATX Mid Tower,Black,0.0,Tempered Glass,76.4,4,ATX,True,350,True
Deepcool CH510,,ATX Mid Tower,White / Black,0.0,Tempered Glass,47.1,2,ATX,True,350,True
NOX HUMMER HORUS,,ATX Mid Tower,Black,0.0,Tempered Glass,42.5,2,ATX,True,350,True
Cougar MX600 RGB,,ATX Full Tower,White,0.0,Tempered Glass,57.8,1,ATX,True,400,True
ADATA XPG STARKER AIR,,ATX Mid Tower,Black,0.0,Tempered Glass,40.0,2,ATX,True,350,True
Corsair Carbide Series 300R Windowed,,ATX Mid Tower,Black,0.0,Acrylic,45.7,4,ATX,True,350,True
Cooler Master N300,,ATX Mid Tower,Black,0.0,Unknown,39.5,7,ATX,True,350,True
Cooler Master MasterBox MB520 RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Fractal Design Meshify S2,,ATX Mid Tower,Black,0.0,Tempered Glass,58.3,3,ATX,True,350,True
Corsair Carbide Series Air 540,,ATX Mid Tower,White / Black,0.0,Acrylic,62.6,2,ATX,True,350,True
In Win 303,,ATX Mid Tower,White,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Corsair Carbide Series 400C,,ATX Mid Tower,White,0.0,Acrylic,42.4,2,ATX,True,350,True
Fractal Design Define R6 USB-C Blackout,,ATX Mid Tower,Black,0.0,Unknown,56.7,6,ATX,True,350,True
Tecware Nexus,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Rosewill Helium Flow RGB,89.99,ATX Mid Tower,Black,0.0,Tempered Glass,50.5,3,ATX,True,350,True
Cooler Master MasterBox MB400L with ODD,71.06,MicroATX Mini Tower,Black,0.0,Unknown,35.4,2,MicroATX,True,300,True
Cooler Master Elite 302,81.03,MicroATX Mini Tower,White / Black,0.0,Tempered Glass,34.1,1,MicroATX,True,300,True
Silverstone GD07B,230.07,HTPC,Black,0.0,Unknown,33.4,5,,True,250,True
Antec Performance 1 SILENT,,ATX Full Tower,Black / Silver,0.0,Unknown,62.7,2,ATX,True,400,True
Silverstone ALTA G1M,171.13,MicroATX Mid Tower,Unknown,0.0,Unknown,35.4,4,MicroATX,True,330,True
Fractal Design Focus G,,ATX Mid Tower,Black / Red,0.0,Acrylic,42.2,2,ATX,True,350,True
ADATA XPG STARKER AIR,89.99,ATX Mid Tower,Pink,0.0,Tempered Glass,40.0,2,ATX,True,350,True
Apevia Prism Elite,105.99,ATX Mid Tower,White,0.0,Tempered Glass,47.9,2,ATX,True,350,True
Thermaltake View 27,,ATX Mid Tower,Black,0.0,Acrylic,45.8,2,ATX,True,350,True
Deepcool CK560,,ATX Mid Tower,White / Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Thermaltake CTE C750 ARGB,184.98,ATX Full Tower,White,0.0,Tempered Glass,110.7,7,ATX,True,400,True
Cooler Master MasterBox NR200P,,Mini ITX Desktop,Orange,0.0,Tempered Glass,20.3,2,Mini ITX,True,280,True
be quiet! Dark Base 701,239.9,ATX Mid Tower,White,0.0,Tempered Glass,73.6,2,ATX,True,350,True
KOLINK Citadel Mesh ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,51.4,2,ATX,True,350,True
Cooler Master MasterBox NR200P,,Mini ITX Desktop,Purple,0.0,Tempered Glass,20.3,2,Mini ITX,True,280,True
GAMDIAS ARGUS M1,,ATX Mid Tower,Black,0.0,Tempered Glass,43.5,2,ATX,True,350,True
Cooler Master Silencio 352,,MicroATX Mini Tower,Black,0.0,Unknown,31.35,2,MicroATX,True,300,True
Thermaltake Chaser MK-I,,ATX Full Tower,Black,0.0,Acrylic,77.9,6,ATX,True,400,True
In Win BQ656T.AD120TBL,,Mini ITX Desktop,Black,120.0,Unknown,3.3,0,Mini ITX,True,280,True
NZXT Phantom 530,,ATX Full Tower,White,0.0,Acrylic,72.7,6,ATX,True,400,True
Corsair Carbide Series 275R,,ATX Mid Tower,Black,0.0,Acrylic,44.2,2,ATX,True,350,True
NZXT H700,,ATX Mid Tower,White,0.0,Tempered Glass,58.6,2,ATX,True,350,True
NZXT H200,,Mini ITX Tower,White,0.0,Tempered Glass,27.3,1,Mini ITX,True,320,True
Phanteks Eclipse P600S,,ATX Mid Tower,White / Black,0.0,Tinted Tempered Glass,45.8,4,ATX,True,350,True
Deepcool MACUBE 310,,ATX Mid Tower,White,0.0,Tempered Glass,45.2,2,ATX,True,350,True
Lian Li O11D-PCMR,,ATX Full Tower,Black,0.0,Tinted Tempered Glass,54.0,3,ATX,True,400,True
SilentiumPC Ventum VT4V EVO TG ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,3,ATX,True,350,True
aigo AZ300,,ATX Mid Tower,White,0.0,Tempered Glass,49.6,2,ATX,True,350,True
GameMax Vista M,,MicroATX Mini Tower,White,0.0,Tempered Glass,40.9,2,MicroATX,True,300,True
Cougar FV270 RGB,,ATX Mid Tower,White,0.0,Tempered Glass,72.7,2,ATX,True,350,True
SAMA IM01 Pro,,MicroATX Mini Tower,White,0.0,Tempered Glass,26.1,4,MicroATX,True,300,True
FormD T1 V2.1 Steel Coated,,Mini ITX Desktop,Silver,0.0,Mesh,15.9,0,Mini ITX,True,280,True
Asus Prime AP202,,MicroATX Mid Tower,Black,0.0,Tempered Glass,47.9,2,MicroATX,True,330,True
Chieftec BS-10B-300,167.02,MicroATX Mini Tower,Black,300.0,Unknown,14.4,1,MicroATX,True,300,True
Apevia Genesis Pro,79.98,ATX Mid Tower,Black,0.0,Tempered Glass,35.7,3,ATX,True,350,True
G.Skill Z5i,139.99,Mini ITX Tower,Black,0.0,Tempered Glass,24.4,1,Mini ITX,True,320,True
Silverstone Precision PS15 RGB,73.15,MicroATX Mid Tower,Black,0.0,Tempered Glass,25.7,1,MicroATX,True,330,True
Silverstone CS381B,457.99,MicroATX Desktop,Black,0.0,Unknown,24.2,0,MicroATX,True,280,True
Thermaltake H570 TG ARGB,124.98,ATX Mid Tower,White,0.0,Tempered Glass,48.8,2,ATX,True,350,True
Aerocool Delta,,ATX Mid Tower,Black,0.0,Tempered Glass,30.3,2,ATX,True,350,True
Thermaltake The Tower 250,132.49,Mini ITX Tower,Yellow / Brown,0.0,Tempered Glass,42.7,1,Mini ITX,True,320,True
Cougar Gemini M,159.43,MicroATX Mini Tower,Black,0.0,Tempered Glass,35.7,2,MicroATX,True,300,True
Enermax MarbleShell MS31 RGB,,ATX Mid Tower,White,0.0,Tempered Glass,41.0,2,ATX,True,350,True
Azza Pyramid Mini 806,339.99,Mini ITX Tower,Silver / Black,0.0,Tempered Glass,18.1,0,Mini ITX,True,320,True
Lian Li TU150,,Mini ITX Desktop,Silver,0.0,Unknown,23.8,1,Mini ITX,True,280,True
MSI MAG VAMPIRIC 300R,,ATX Mid Tower,Black,0.0,Tempered Glass,54.1,2,ATX,True,350,True
Antec P20C,,ATX Mid Tower,White,0.0,Tempered Glass,50.6,2,ATX,True,350,True
GameMax Spark,,MicroATX Mid Tower,Black,0.0,Tempered Glass,26.5,1,MicroATX,True,330,True
Aerocool Cronus,119.91,ATX Mid Tower,Black,0.0,Tempered Glass,54.0,3,ATX,True,350,True
iTek DARK CAVE,,ATX Mid Tower,Black,0.0,Tempered Glass,54.7,2,ATX,True,350,True
iBuypower Element 9,114.99,ATX Mid Tower,White,0.0,Tempered Glass,49.2,2,ATX,True,350,True
Antec Three Hundred Two,,ATX Mid Tower,Black,0.0,Unknown,54.9,6,ATX,True,350,True
Deepcool TESSERACT BF,,ATX Mid Tower,Black / Red,0.0,Acrylic,36.4,4,ATX,True,350,True
In Win H-Frame 2.0,,ATX Full Tower,Unknown,1065.0,Tempered Glass,74.8,6,ATX,True,400,True
Corsair Carbide Series 275Q,,ATX Mid Tower,Black,0.0,Unknown,44.1,2,ATX,True,350,True
Fractal Design Era ITX,,Mini ITX Desktop,Silver / Black,0.0,Unknown,16.7,1,Mini ITX,True,280,True
Anidees AI CRYSTAL XL PRO,,ATX Full Tower,Black,0.0,Tempered Glass,74.8,0,ATX,True,400,True
CiT S8i-300,,MicroATX Desktop,Black,300.0,Unknown,8.6,1,MicroATX,True,280,True
In Win DUBILI,,ATX Full Tower,Gold / Black,0.0,Tempered Glass,72.4,2,ATX,True,400,True
Silverstone FTZ01,182.65,Mini ITX Desktop,Black,0.0,Unknown,15.9,1,Mini ITX,True,280,True
Corsair FRAME 5000D RS,,ATX Mid Tower,White,0.0,Tempered Glass,75.3,2,ATX,True,350,True
HYTE REVOLT 3,249.99,Mini ITX Tower,Black,700.0,Mesh,18.4,1,Mini ITX,True,320,True
Silverstone RVZ02B,118.98,HTPC,Black / Clear,0.0,Acrylic,22.0,1,,True,250,True
Enermax MarbleShell MS31 RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,41.0,2,ATX,True,350,True
Zalman S5,,ATX Mid Tower,White / Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Fractal Design Meshify 2 XL,,ATX Full Tower,Black,0.0,Tinted Tempered Glass,81.5,6,ATX,True,400,True
MSI MPG SEKIRA 500X,,ATX Mid Tower,Black,0.0,Tempered Glass,67.1,4,ATX,True,350,True
BGears b-Voguish RGB,83.99,ATX Mid Tower,Black,0.0,Tempered Glass,40.8,2,ATX,True,350,True
Phanteks Evolv Shift 2,,Mini ITX Tower,Gray,0.0,Tempered Glass,22.8,1,Mini ITX,True,320,True
Cooler Master MasterBox K501L RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Corsair Carbide Series SPEC-06,,ATX Mid Tower,Black / Red,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Aerocool Rift,,ATX Mid Tower,Black,0.0,Acrylic,36.9,2,ATX,True,350,True
NZXT Phantom 530,,ATX Full Tower,Red,0.0,Acrylic,72.7,6,ATX,True,400,True
Phanteks Enthoo Luxe TG,,ATX Full Tower,Black,0.0,Tinted Tempered Glass,72.4,6,ATX,True,400,True
SHARKOON TG5,,ATX Mid Tower,Black / Blue,0.0,Acrylic,45.8,3,ATX,True,350,True
Cooler Master MasterCase H500P,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Anidees AI Crystal XL AR,,ATX Full Tower,Black,0.0,Tempered Glass,86.7,0,ATX,True,400,True
Phanteks Evolv X,,ATX Mid Tower,Gray,0.0,Tinted Tempered Glass,64.9,4,ATX,True,350,True
Phanteks Eclipse P600S,,ATX Mid Tower,Black,0.0,Unknown,45.8,4,ATX,True,350,True
Antec TORQUE,,ATX Mid Tower,White,0.0,Tempered Glass,114.0,1,ATX,True,350,True
Thermaltake S300 Tempered Glass Edition,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Xigmatek Master X,,ATX Mid Tower,Black,600.0,Tempered Glass,45.8,2,ATX,True,350,True
NZXT H7,,ATX Mid Tower,White / Black,0.0,Tempered Glass,55.8,2,ATX,True,350,True
GAMDIAS ATLAS P1,,ATX Mid Tower,Black,0.0,Tempered Glass,58.8,2,ATX,True,350,True
Chieftec CN-01B-OP,94.15,Mini ITX Desktop,Black,0.0,Mesh,13.0,3,Mini ITX,True,280,True
Geometric Future M4 Caliburn,,ATX Mid Tower,Black / Silver,0.0,Tempered Glass,37.9,2,ATX,True,350,True
Cooler Master MasterCase H100,171.0,Mini ITX Desktop,Black,0.0,Unknown,15.9,1,Mini ITX,True,280,True
CiT Range,,ATX Mid Tower,Black,0.0,Tempered Glass,26.8,1,ATX,True,350,True
Corsair 5000T,244.99,ATX Mid Tower,White,0.0,Tempered Glass,74.5,2,ATX,True,350,True
DIYPC MA08,,MicroATX Mini Tower,Black,0.0,Unknown,20.5,1,MicroATX,True,300,True
Fractal Design Define Mini,,MicroATX Mini Tower,Black,0.0,Unknown,40.5,6,MicroATX,True,300,True
Montech AIR 1000 SILENT,,ATX Mid Tower,Black,0.0,Unknown,45.8,2,ATX,True,350,True
Cooler Master MasterBox 520 Mesh,,ATX Mid Tower,White,0.0,Tempered Glass,52.5,2,ATX,True,350,True
Zalman Z3 Iceberg,,ATX Mid Tower,Black,0.0,Tempered Glass,41.3,2,ATX,True,350,True
Thermaltake Versa N21,,ATX Mid Tower,Black,0.0,Acrylic,51.5,3,ATX,True,350,True
NZXT H440,,ATX Mid Tower,Black,0.0,Acrylic,53.3,8,ATX,True,350,True
Cooler Master Cosmos C700P,,ATX Full Tower,Black / Silver,0.0,Tempered Glass,127.3,2,ATX,True,400,True
Streacom BC1,,ATX Test Bench,Black,0.0,Unknown,45.6,2,ATX,True,450,True
GameMax Centauri,,MicroATX Mid Tower,Black / Gray,0.0,Acrylic,34.7,2,MicroATX,True,330,True
Xigmatek Athena,,ATX Mid Tower,Black,0.0,Tempered Glass,35.7,2,ATX,True,350,True
Lian Li A4-H20 X3,,Mini ITX Desktop,Black,0.0,Mesh,11.1,0,Mini ITX,True,280,True
Asus TUF Gaming GT501 Demon Slayer Edition,,ATX Mid Tower,Yellow / Black,0.0,Tempered Glass,75.5,4,ATX,True,350,True
GAMDIAS ATHENA M6,,ATX Mid Tower,Black,0.0,Tempered Glass,45.0,2,ATX,True,350,True
DIYPC ARGB-Q3,,MicroATX Mini Tower,White,0.0,Tempered Glass,38.6,2,MicroATX,True,300,True
Thermaltake CTE C700 Air,134.98,ATX Mid Tower,White,0.0,Tempered Glass,93.8,7,ATX,True,350,True
Silverstone SG13,74.27,Mini ITX Tower,Black,0.0,Unknown,11.5,1,Mini ITX,True,320,True
YEYIAN Mirage X,280.45,ATX Full Tower,Black,0.0,Tempered Glass,60.4,1,ATX,True,400,True
Rosewill Helium Flow RGB,89.99,ATX Mid Tower,White,0.0,Tempered Glass,50.5,3,ATX,True,350,True
be quiet! Pure Base 501 DX,139.9,ATX Mid Tower,White,0.0,Tempered Glass,48.1,2,ATX,True,350,True
Streacom DA2,288.86,Mini ITX Desktop,Silver,0.0,Unknown,15.9,3,Mini ITX,True,280,True
NOX Hummer ZX,,ATX Mid Tower,Black,0.0,Acrylic,48.8,2,ATX,True,350,True
Montech Fighter 500,,ATX Mid Tower,Black,0.0,Tempered Glass,38.6,2,ATX,True,350,True
